Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
32,Company Invited,3,12,Small Business,Female,3,4,Basic,4,Married,3,0,3,0,1,Executive,21467,0
39,Self Enquiry,2,8,Salaried,Female,2,4,Deluxe,3,Married,1,0,3,1,0,Manager,20204,0
24,Company Invited,3,19,Salaried,Female,3,3,Basic,4,Divorced,2,0,1,0,0,Executive,17033,0
30,Self Enquiry,1,6,Salaried,Male,2,4,Deluxe,3,Married,2,1,1,1,1,Manager,20126,0
35,Self Enquiry,1,12,Salaried,Male,2,5,Deluxe,3,Unmarried,2,0,5,1,0,Manager,21646,0
54,Self Enquiry,1,13,Salaried,Male,3,4,Deluxe,3,Single,4,0,5,1,1,Manager,21128,0
34,Self Enquiry,3,14,Large Business,Male,3,1,Deluxe,3,Married,2,0,1,0,2,Manager,21799,0
31,Self Enquiry,3,12,Small Business,Male,3,2,Deluxe,3,Married,5,0,5,1,2,Manager,20460,0
36,Self Enquiry,1,30,Small Business,Female,2,4,Basic,5,Divorced,5,1,4,1,1,Executive,22692,0
52,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Married,3,0,4,1,1,Executive,21401,0
33,Company Invited,3,12,Salaried,Male,3,4,Deluxe,4,Married,3,0,3,1,2,Manager,25202,0
41,Self Enquiry,1,8,Salaried,Female,2,5,Basic,3,Married,5,1,3,0,1,Executive,17778,1
38,Company Invited,1,16,Small Business,Male,3,3,Basic,3,Married,1,0,5,0,0,Executive,17684,0
30,Self Enquiry,1,11,Large Business,Female,2,3,Basic,5,Married,6,0,5,0,1,Executive,18204,0
58,Self Enquiry,1,7,Small Business,Male,3,4,Deluxe,3,Divorced,4,0,3,1,2,Manager,25433,0
30,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Married,2,0,4,1,1,Executive,21381,0
42,Company Invited,3,18,Salaried,Male,2,3,Super Deluxe,5,Single,1,1,5,1,1,AVP,28758,1
39,Company Invited,1,9,Salaried,Male,3,4,Basic,3,Married,3,1,5,1,1,Executive,20380,0
42,Self Enquiry,3,27,Small Business,Female,4,4,Basic,4,Unmarried,3,1,4,0,3,Executive,21818,1
47,Self Enquiry,1,7,Small Business,Male,4,4,Standard,5,Married,2,0,1,0,3,Senior Manager,28074,0
23,Self Enquiry,1,22,Small Business,Female,3,4,Basic,3,Unmarried,3,0,2,1,2,Executive,21549,0
24,Self Enquiry,1,11,Small Business,Female,3,4,Basic,4,Unmarried,3,0,3,1,2,Executive,21973,0
42,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,4,Married,1,0,3,1,0,Manager,21825,0
32,Self Enquiry,1,12,Large Business,Male,3,4,Basic,3,Married,2,1,4,1,1,Executive,23499,0
26,Self Enquiry,3,25,Salaried,Male,4,2,Deluxe,3,Divorced,4,0,1,0,1,Manager,24910,0
55,Company Invited,1,7,Salaried,Female,3,4,Standard,3,Married,2,0,5,1,2,Senior Manager,29180,0
40,Company Invited,1,15,Salaried,Female,3,4,Basic,3,Divorced,3,0,2,0,1,Executive,22433,0
28,Self Enquiry,1,24,Salaried,Female,3,4,Basic,3,Single,3,1,5,1,1,Executive,21072,1
29,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Divorced,2,1,3,1,1,Executive,17119,1
42,Self Enquiry,1,35,Salaried,Female,3,5,Super Deluxe,4,Married,2,0,5,1,2,AVP,32248,0
55,Company Invited,1,27,Salaried,Female,3,4,Deluxe,3,Unmarried,5,0,4,1,1,Manager,23547,0
44,Self Enquiry,1,15,Salaried,Female,4,4,Deluxe,3,Married,6,1,1,1,1,Manager,23200,0
30,Self Enquiry,1,8,Salaried,Female,4,4,Basic,3,Married,3,0,1,1,3,Executive,22438,0
38,Self Enquiry,1,32,Small Business,Female,3,5,Deluxe,3,Married,2,0,3,1,1,Manager,24409,0
23,Self Enquiry,1,26,Salaried,Male,3,3,Deluxe,3,Single,1,0,4,1,2,Manager,17272,0
47,Self Enquiry,1,9,Large Business,Male,3,4,Deluxe,3,Married,4,0,2,1,1,Manager,26057,0
42,Self Enquiry,1,16,Salaried,Male,4,4,Basic,5,Divorced,4,0,2,0,3,Executive,20916,0
49,Self Enquiry,1,26,Small Business,Female,3,3,Deluxe,5,Married,2,0,1,1,0,Manager,21567,0
39,Self Enquiry,3,14,Small Business,Female,3,2,Deluxe,5,Married,3,1,3,1,2,Manager,24283,0
45,Self Enquiry,1,6,Small Business,Female,3,3,Basic,3,Married,4,0,5,1,0,Executive,17270,0
36,Self Enquiry,1,17,Small Business,Female,3,4,Deluxe,3,Unmarried,5,1,1,1,1,Manager,24820,0
33,Self Enquiry,1,16,Salaried,Female,4,4,Deluxe,3,Married,3,1,5,1,3,Manager,25000,0
43,Self Enquiry,1,13,Small Business,Male,3,4,Standard,5,Married,2,0,3,1,1,Senior Manager,32026,0
35,Self Enquiry,3,17,Salaried,Female,3,4,Basic,3,Divorced,3,1,2,0,2,Executive,20898,0
43,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,2,1,3,0,0,Manager,22847,0
19,Company Invited,1,16,Small Business,Female,3,4,Basic,4,Single,2,1,5,0,2,Executive,16859,1
36,Company Invited,3,16,Small Business,Male,2,3,Standard,3,Unmarried,2,0,2,1,1,Senior Manager,24980,0
34,Self Enquiry,3,16,Salaried,Female,2,3,Basic,3,Married,2,1,1,0,1,Executive,17220,0
48,Self Enquiry,1,10,Salaried,Male,2,3,Standard,3,Unmarried,2,0,5,1,1,Senior Manager,22898,0
42,Self Enquiry,1,6,Salaried,Female,3,3,Basic,5,Married,4,0,3,0,2,Executive,17576,0
30,Self Enquiry,1,15,Small Business,Male,2,4,Basic,3,Single,2,0,4,1,1,Executive,17206,0
26,Self Enquiry,3,34,Small Business,Male,3,3,Deluxe,4,Divorced,2,0,3,1,0,Manager,21272,0
29,Self Enquiry,1,13,Small Business,Female,3,4,Basic,3,Married,7,0,5,1,1,Executive,17532,0
28,Company Invited,1,6,Small Business,Male,2,4,Basic,4,Married,2,0,4,1,0,Executive,17596,1
31,Company Invited,1,15,Small Business,Male,2,4,Basic,5,Single,1,1,3,1,0,Executive,17321,1
32,Self Enquiry,1,7,Small Business,Male,3,4,Basic,4,Single,3,0,3,1,1,Executive,21179,0
48,Self Enquiry,1,21,Small Business,Female,3,3,Standard,3,Married,2,0,3,0,0,Senior Manager,33265,1
28,Self Enquiry,3,9,Small Business,Female,3,3,Basic,4,Married,2,0,1,1,0,Executive,17856,0
53,Self Enquiry,3,13,Small Business,Female,3,4,Standard,3,Married,1,1,1,0,1,Senior Manager,25934,0
45,Self Enquiry,3,15,Small Business,Male,3,3,Standard,5,Married,5,1,1,0,0,Senior Manager,25761,0
23,Self Enquiry,1,9,Large Business,Male,4,4,Basic,3,Married,2,0,5,1,1,Executive,21201,0
31,Self Enquiry,1,35,Small Business,Female,4,4,Deluxe,3,Divorced,3,0,3,0,3,Manager,24453,0
38,Self Enquiry,3,10,Salaried,Male,3,4,Standard,3,Unmarried,4,0,3,0,2,Senior Manager,26106,0
32,Company Invited,3,8,Salaried,Female,3,3,Basic,5,Married,2,0,3,0,1,Executive,17827,0
42,Self Enquiry,3,18,Small Business,Male,3,3,Deluxe,3,Married,4,1,1,0,0,Manager,20087,0
35,Self Enquiry,1,6,Small Business,Male,2,4,Basic,3,Divorced,7,0,2,1,1,Executive,17258,0
32,Self Enquiry,3,6,Salaried,Male,2,5,Deluxe,4,Unmarried,7,0,3,0,1,Manager,21735,1
39,Self Enquiry,1,32,Salaried,Female,3,5,Standard,4,Divorced,5,0,3,1,1,Senior Manager,30739,0
28,Company Invited,3,7,Small Business,Male,4,4,Deluxe,4,Married,2,1,1,0,2,Manager,25027,0
37,Company Invited,2,9,Salaried,Male,4,5,Deluxe,3,Unmarried,3,0,3,1,1,Manager,22564,0
49,Company Invited,1,24,Salaried,Male,3,3,Deluxe,3,Married,2,1,1,0,0,Manager,21804,0
36,Company Invited,3,25,Salaried,Male,4,4,Standard,5,Divorced,3,0,4,1,1,Senior Manager,27747,0
57,Company Invited,3,13,Salaried,Female,3,3,Super Deluxe,5,Divorced,2,0,3,1,1,AVP,31890,0
37,Self Enquiry,1,8,Large Business,Female,4,6,Standard,5,Married,4,1,1,1,1,Senior Manager,28930,0
46,Self Enquiry,1,7,Small Business,Female,4,4,Basic,3,Married,5,0,5,0,2,Executive,20948,0
38,Self Enquiry,1,7,Large Business,Female,3,4,Standard,3,Unmarried,6,0,5,1,1,Senior Manager,26169,0
41,Self Enquiry,1,26,Small Business,Male,2,4,Deluxe,3,Married,2,1,1,1,1,Manager,21419,0
28,Self Enquiry,1,7,Salaried,Female,4,4,Standard,5,Married,3,0,4,0,3,Senior Manager,26090,0
25,Self Enquiry,1,24,Salaried,Male,4,5,Basic,4,Divorced,3,0,3,1,2,Executive,20805,0
37,Company Invited,1,17,Salaried,Male,2,3,Standard,3,Married,2,1,3,0,1,Senior Manager,27185,0
42,Company Invited,1,16,Large Business,Male,2,3,Basic,3,Married,4,0,4,1,0,Executive,17936,0
55,Company Invited,3,8,Salaried,Female,2,4,Basic,3,Single,1,0,5,0,0,Executive,28577,1
58,Self Enquiry,1,13,Small Business,Female,2,4,Standard,5,Divorced,1,1,4,1,0,Senior Manager,25008,1
40,Self Enquiry,1,31,Small Business,Male,3,4,Basic,4,Married,3,1,1,0,1,Executive,22582,1
31,Self Enquiry,1,32,Salaried,Male,2,3,Basic,3,Married,2,0,3,0,1,Executive,17911,0
33,Company Invited,1,7,Salaried,Female,4,5,Basic,4,Divorced,8,0,3,1,1,Executive,21010,0
48,Self Enquiry,1,7,Large Business,Male,4,4,Basic,3,Divorced,2,0,3,1,1,Executive,22098,0
31,Self Enquiry,1,16,Small Business,Male,3,5,Basic,3,Single,3,0,4,0,2,Executive,20884,0
58,Self Enquiry,1,29,Small Business,Female,3,3,Standard,3,Divorced,2,0,3,1,0,Senior Manager,25312,1
38,Self Enquiry,1,6,Salaried,Female,2,2,Deluxe,3,Unmarried,1,0,2,1,1,Manager,22625,0
30,Self Enquiry,3,10,Small Business,Female,4,4,Deluxe,3,Divorced,3,0,2,0,1,Manager,24239,0
32,Company Invited,3,12,Small Business,Female,3,4,Basic,4,Married,3,0,3,0,2,Executive,21467,0
44,Company Invited,1,7,Salaried,Female,3,4,Deluxe,3,Divorced,6,0,2,1,2,Manager,24240,0
24,Company Invited,3,8,Salaried,Female,3,4,Basic,4,Single,3,1,5,1,2,Executive,19901,1
50,Self Enquiry,1,7,Large Business,Female,3,5,Super Deluxe,3,Single,2,1,3,1,1,AVP,32642,0
38,Self Enquiry,1,6,Salaried,Female,2,3,Basic,5,Single,4,0,2,1,1,Executive,17619,0
51,Self Enquiry,1,12,Salaried,Male,2,3,King,3,Single,1,0,5,1,0,VP,34537,0
33,Self Enquiry,1,8,Salaried,Female,2,3,Basic,5,Married,1,0,3,1,1,Executive,17707,1
53,Self Enquiry,3,8,Salaried,Female,3,4,Super Deluxe,3,Divorced,3,0,3,1,0,AVP,30427,0
29,Company Invited,1,6,Salaried,Male,3,1,Deluxe,3,Unmarried,1,1,3,0,1,Manager,21294,0
30,Self Enquiry,1,16,Salaried,Male,2,5,Basic,3,Unmarried,2,0,1,1,1,Executive,22661,0
27,Self Enquiry,3,8,Small Business,Male,2,3,Basic,5,Married,1,0,5,1,1,Executive,18041,1
28,Self Enquiry,1,23,Large Business,Male,2,4,Basic,3,Married,6,0,3,0,1,Executive,17367,1
47,Company Invited,3,12,Small Business,Male,4,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,24450,0
40,Self Enquiry,1,8,Small Business,Female,2,4,Basic,3,Single,1,1,3,0,0,Executive,17342,0
25,Self Enquiry,3,24,Salaried,Male,3,1,Deluxe,3,Divorced,3,0,1,0,0,Manager,21232,0
44,Self Enquiry,2,6,Small Business,Male,3,4,Standard,5,Divorced,1,0,4,1,0,Senior Manager,25482,1
35,Self Enquiry,3,7,Small Business,Male,4,2,Deluxe,3,Married,2,0,5,0,2,Manager,28403,0
59,Self Enquiry,1,16,Small Business,Female,4,5,Basic,4,Married,6,1,1,1,2,Executive,22024,0
35,Self Enquiry,3,7,Small Business,Male,4,2,Deluxe,3,Married,2,0,5,1,3,Manager,28403,0
33,Company Invited,1,31,Salaried,Male,4,4,Deluxe,3,Divorced,3,0,4,1,1,Manager,23987,0
42,Self Enquiry,1,13,Small Business,Male,4,5,Deluxe,4,Unmarried,8,1,3,1,3,Manager,24710,0
36,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Divorced,2,1,3,1,1,Manager,21201,0
48,Company Invited,1,23,Small Business,Male,4,2,Deluxe,3,Married,3,1,2,0,1,Manager,23745,0
45,Self Enquiry,1,34,Large Business,Female,2,4,Super Deluxe,4,Single,2,0,3,1,0,AVP,31704,0
35,Self Enquiry,3,31,Small Business,Female,3,5,Deluxe,4,Unmarried,2,1,5,1,1,Manager,23277,1
40,Self Enquiry,1,9,Large Business,Female,4,5,Deluxe,3,Unmarried,3,0,2,1,1,Manager,23231,0
49,Self Enquiry,1,31,Salaried,Female,2,3,Basic,5,Married,2,0,3,0,0,Executive,18211,0
37,Company Invited,1,25,Small Business,Female,4,4,Basic,3,Single,3,0,3,0,2,Executive,20831,0
30,Company Invited,1,11,Small Business,Female,2,3,Basic,4,Single,1,0,3,0,0,Executive,17422,1
31,Self Enquiry,1,28,Small Business,Male,3,3,Deluxe,3,Divorced,2,1,5,1,0,Manager,21179,1
38,Company Invited,1,17,Small Business,Male,4,4,Standard,3,Married,8,0,3,0,3,Senior Manager,28726,1
37,Self Enquiry,1,19,Salaried,Female,4,4,Deluxe,3,Married,2,1,1,0,3,Manager,23341,0
43,Self Enquiry,3,31,Small Business,Male,3,4,Standard,3,Married,6,0,4,1,1,Senior Manager,25798,0
44,Company Invited,1,17,Salaried,Female,3,5,Deluxe,3,Married,3,0,3,0,1,Manager,23935,0
32,Self Enquiry,3,12,Salaried,Female,4,4,Deluxe,3,Married,3,0,1,0,3,Manager,24154,0
35,Self Enquiry,3,6,Small Business,Male,3,3,Standard,4,Married,2,0,4,0,0,Senior Manager,22295,0
34,Company Invited,1,21,Small Business,Male,3,3,Super Deluxe,5,Married,1,0,4,1,2,AVP,32007,0
22,Self Enquiry,1,11,Salaried,Male,2,2,Basic,4,Married,2,1,4,0,0,Executive,17328,0
25,Self Enquiry,1,30,Small Business,Male,3,3,Basic,3,Divorced,3,1,4,0,2,Executive,21403,0
36,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Single,5,0,5,1,1,Executive,17519,0
34,Self Enquiry,1,8,Salaried,Male,3,4,Basic,3,Married,4,0,5,1,2,Executive,17768,0
51,Self Enquiry,1,31,Salaried,Male,4,4,Super Deluxe,3,Divorced,5,1,4,0,1,AVP,32651,0
35,Company Invited,1,8,Small Business,Male,2,3,Deluxe,3,Married,3,0,3,0,1,Manager,20762,0
37,Self Enquiry,3,6,Salaried,Male,2,4,Standard,3,Divorced,6,0,2,1,1,Senior Manager,25609,1
45,Self Enquiry,3,7,Small Business,Female,4,4,Deluxe,5,Married,7,1,1,1,2,Manager,24132,0
30,Self Enquiry,1,22,Salaried,Female,3,5,Deluxe,3,Unmarried,2,1,1,1,2,Manager,22871,0
35,Self Enquiry,3,14,Large Business,Male,3,4,Basic,3,Married,2,1,1,0,2,Executive,20986,0
38,Self Enquiry,3,8,Small Business,Female,3,5,Deluxe,3,Married,3,1,3,0,0,Manager,20405,0
43,Company Invited,2,9,Small Business,Male,4,2,Deluxe,5,Divorced,2,0,2,0,3,Manager,24950,0
21,Self Enquiry,1,11,Large Business,Male,3,4,Basic,5,Unmarried,3,0,3,1,1,Executive,21651,1
35,Company Invited,1,23,Salaried,Female,4,5,Basic,3,Single,3,0,5,1,2,Executive,21231,0
38,Company Invited,1,15,Salaried,Male,3,3,Deluxe,5,Married,5,0,3,0,2,Manager,21893,1
26,Self Enquiry,3,10,Small Business,Male,2,4,Deluxe,3,Single,2,1,1,1,0,Manager,20828,1
26,Self Enquiry,3,15,Salaried,Male,3,3,Deluxe,4,Divorced,2,0,4,0,1,Manager,23529,0
51,Self Enquiry,1,16,Salaried,Male,4,4,Basic,3,Married,6,0,5,1,3,Executive,21058,0
26,Self Enquiry,1,30,Large Business,Male,3,5,Basic,3,Single,2,1,3,1,2,Executive,17340,1
30,Company Invited,1,7,Large Business,Male,3,4,Deluxe,3,Married,3,0,3,0,1,Manager,22997,0
48,Company Invited,1,28,Small Business,Female,2,3,Super Deluxe,3,Married,4,0,5,0,0,AVP,32174,0
18,Self Enquiry,3,16,Small Business,Female,3,4,Basic,3,Single,2,0,2,1,2,Executive,16200,0
47,Self Enquiry,3,8,Salaried,Female,3,4,Basic,3,Single,2,1,1,0,0,Executive,18294,0
38,Self Enquiry,3,9,Small Business,Male,4,4,Deluxe,3,Divorced,6,1,3,0,2,Manager,28280,0
50,Self Enquiry,1,8,Small Business,Male,3,3,Super Deluxe,3,Married,6,0,1,0,1,AVP,32639,0
38,Self Enquiry,1,7,Salaried,Female,4,4,Deluxe,4,Married,8,0,1,1,3,Manager,25125,0
23,Self Enquiry,1,32,Salaried,Male,2,3,Basic,3,Married,2,0,1,0,1,Executive,17904,0
50,Self Enquiry,1,30,Salaried,Male,3,3,Super Deluxe,3,Divorced,4,1,4,0,0,AVP,28973,0
27,Self Enquiry,1,8,Large Business,Male,2,3,Basic,4,Married,2,0,4,1,1,Executive,17226,0
49,Self Enquiry,1,14,Salaried,Female,2,3,Standard,4,Divorced,5,0,4,0,0,Senior Manager,22403,0
46,Self Enquiry,3,16,Small Business,Male,4,4,Standard,5,Married,6,1,2,1,1,Senior Manager,29439,0
58,Company Invited,1,6,Salaried,Male,2,5,Deluxe,3,Married,3,1,2,1,1,Manager,20660,0
46,Company Invited,1,14,Salaried,Male,4,3,Deluxe,3,Divorced,6,0,2,0,3,Manager,25112,0
28,Self Enquiry,3,15,Salaried,Male,3,3,Deluxe,3,Single,2,0,3,1,0,Manager,20253,0
34,Self Enquiry,1,11,Small Business,Female,3,5,Basic,4,Divorced,2,0,1,0,1,Executive,22516,0
57,Self Enquiry,3,18,Small Business,Female,3,5,Deluxe,5,Married,6,0,5,0,2,Manager,24058,0
38,Self Enquiry,3,17,Salaried,Female,3,5,Deluxe,3,Married,4,1,4,1,2,Manager,25372,0
28,Self Enquiry,3,17,Small Business,Female,4,5,Deluxe,3,Divorced,3,1,3,1,3,Manager,24447,0
54,Self Enquiry,2,25,Small Business,Male,2,3,Standard,4,Divorced,3,0,3,1,0,Senior Manager,25725,0
58,Self Enquiry,3,16,Small Business,Male,2,3,Super Deluxe,3,Single,1,0,3,1,1,AVP,28872,0
41,Self Enquiry,1,25,Salaried,Male,2,3,Deluxe,5,Married,3,0,2,1,0,Manager,18072,0
31,Company Invited,3,26,Small Business,Female,2,3,Deluxe,3,Married,2,0,1,1,1,Manager,21932,0
42,Self Enquiry,1,12,Small Business,Male,3,2,Basic,3,Divorced,4,1,1,1,2,Executive,20805,0
50,Self Enquiry,1,13,Small Business,Female,2,4,King,3,Married,6,1,4,1,1,VP,33740,0
36,Self Enquiry,3,8,Small Business,Male,3,4,Standard,3,Married,2,0,1,1,1,Senior Manager,22596,0
56,Company Invited,1,25,Small Business,Male,4,4,Deluxe,4,Married,5,1,5,1,2,Manager,25063,0
45,Self Enquiry,1,31,Salaried,Female,3,4,Deluxe,3,Married,1,0,4,0,0,Manager,20906,0
48,Self Enquiry,3,21,Small Business,Male,3,4,Deluxe,5,Unmarried,4,0,2,0,2,Manager,23638,0
29,Company Invited,3,11,Small Business,Male,3,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,22899,0
32,Company Invited,1,10,Small Business,Male,4,4,Standard,3,Married,2,0,4,1,1,Senior Manager,32353,0
32,Self Enquiry,1,14,Small Business,Female,3,1,Deluxe,3,Divorced,6,0,3,1,2,Manager,20175,0
35,Company Invited,1,17,Large Business,Male,4,5,Deluxe,3,Married,3,0,4,1,2,Manager,23741,0
42,Self Enquiry,3,20,Small Business,Female,3,4,Deluxe,3,Single,1,0,3,1,0,Manager,21244,0
52,Self Enquiry,1,11,Salaried,Male,3,4,Basic,3,Married,2,1,1,0,1,Executive,21139,1
37,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,5,1,3,0,2,Manager,24602,0
43,Company Invited,1,13,Small Business,Male,2,1,Basic,3,Married,5,0,4,1,0,Executive,17089,0
32,Company Invited,3,27,Salaried,Male,4,2,Basic,3,Married,2,0,5,1,1,Executive,21469,0
30,Self Enquiry,1,14,Small Business,Female,4,5,Basic,3,Married,8,0,5,1,2,Executive,21210,0
37,Company Invited,1,13,Salaried,Male,4,2,Deluxe,5,Married,5,1,4,1,2,Manager,24240,0
43,Self Enquiry,1,36,Salaried,Male,4,4,Deluxe,4,Married,3,0,3,1,1,Manager,23112,0
30,Self Enquiry,1,10,Small Business,Male,4,5,Standard,3,Married,3,0,1,0,3,Senior Manager,30613,0
40,Company Invited,3,30,Salaried,Female,3,1,Super Deluxe,4,Unmarried,5,1,3,1,0,AVP,28194,1
29,Self Enquiry,3,33,Small Business,Female,2,3,Standard,3,Married,2,0,3,0,0,Senior Manager,22639,1
32,Self Enquiry,3,27,Salaried,Female,4,6,Deluxe,3,Married,5,1,3,0,3,Manager,23237,1
44,Company Invited,1,9,Salaried,Male,4,4,Basic,3,Married,8,1,3,0,1,Executive,28909,1
41,Self Enquiry,1,13,Salaried,Female,4,4,Super Deluxe,3,Single,2,0,5,1,1,AVP,31915,0
29,Self Enquiry,1,8,Large Business,Male,4,5,Basic,5,Single,8,0,3,1,2,Executive,20758,1
50,Self Enquiry,1,10,Salaried,Male,3,3,King,4,Married,4,0,5,1,0,VP,34144,0
34,Company Invited,3,10,Small Business,Female,3,3,Deluxe,3,Divorced,1,0,2,1,0,Manager,21538,0
18,Self Enquiry,1,9,Salaried,Male,2,3,Basic,3,Single,2,0,4,0,0,Executive,16420,1
30,Company Invited,1,15,Small Business,Male,3,3,Deluxe,5,Married,2,0,1,1,1,Manager,18072,0
32,Self Enquiry,3,13,Small Business,Male,4,2,Deluxe,3,Married,6,0,5,1,2,Manager,24138,0
53,Self Enquiry,1,15,Small Business,Male,3,5,Deluxe,4,Divorced,4,0,2,1,2,Manager,23619,1
36,Self Enquiry,1,13,Salaried,Male,4,4,Basic,3,Divorced,2,1,3,1,2,Executive,22184,0
34,Self Enquiry,1,13,Salaried,Male,3,3,Deluxe,3,Married,2,0,3,0,0,Manager,17585,1
25,Self Enquiry,3,11,Small Business,Male,2,4,Deluxe,3,Single,2,1,3,1,0,Manager,20744,1
45,Self Enquiry,3,8,Large Business,Male,2,5,Deluxe,3,Unmarried,1,0,5,0,0,Manager,21632,0
40,Self Enquiry,1,20,Small Business,Male,2,4,King,3,Single,2,0,3,1,1,VP,34626,0
22,Self Enquiry,1,7,Large Business,Female,4,5,Basic,4,Single,3,1,5,0,3,Executive,20748,0
55,Company Invited,1,8,Small Business,Male,2,4,Super Deluxe,5,Single,1,0,3,1,1,AVP,31756,0
51,Self Enquiry,1,14,Salaried,Male,2,4,Standard,4,Divorced,6,0,3,1,1,Senior Manager,27490,0
50,Self Enquiry,1,34,Small Business,Male,3,1,Basic,3,Married,2,1,1,0,1,Executive,18221,0
52,Self Enquiry,3,9,Small Business,Male,2,4,Super Deluxe,5,Married,2,0,5,1,0,AVP,31856,0
46,Self Enquiry,1,27,Small Business,Female,3,3,Deluxe,4,Married,5,0,3,1,2,Manager,23926,1
43,Company Invited,1,36,Salaried,Female,4,4,Deluxe,3,Married,4,0,3,1,3,Manager,23234,0
50,Self Enquiry,1,7,Large Business,Female,3,4,Basic,5,Married,4,0,4,0,1,Executive,22258,0
59,Company Invited,2,8,Salaried,Female,2,4,King,3,Married,1,0,1,0,1,VP,33844,0
27,Self Enquiry,1,6,Salaried,Female,3,3,Standard,5,Married,2,0,4,0,2,Senior Manager,22412,0
51,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Married,2,0,1,0,2,Executive,22553,0
37,Self Enquiry,1,20,Salaried,Female,3,3,Basic,5,Married,2,0,4,1,1,Executive,18034,0
47,Self Enquiry,1,8,Small Business,Female,3,3,Deluxe,3,Married,6,0,2,0,1,Manager,20070,0
36,Self Enquiry,3,24,Salaried,Male,4,4,Deluxe,5,Married,5,1,3,0,3,Manager,27644,0
39,Company Invited,1,15,Salaried,Male,3,3,Deluxe,4,Unmarried,1,0,1,1,0,Manager,21782,0
34,Self Enquiry,1,25,Small Business,Male,3,3,Basic,3,Married,1,0,3,0,2,Executive,17661,0
24,Self Enquiry,1,27,Salaried,Male,4,4,Deluxe,3,Single,2,0,4,1,3,Manager,20950,0
29,Self Enquiry,3,6,Small Business,Female,2,4,Basic,3,Married,7,1,1,1,1,Executive,17800,1
36,Self Enquiry,2,33,Salaried,Female,3,4,Standard,3,Unmarried,3,1,1,1,1,Senior Manager,27515,0
38,Company Invited,1,16,Small Business,Male,3,4,Basic,3,Divorced,3,1,2,0,1,Executive,21004,0
44,Self Enquiry,1,10,Salaried,Male,3,1,King,5,Married,2,0,5,1,2,VP,34190,0
31,Company Invited,3,29,Salaried,Female,4,4,Standard,5,Married,2,0,1,1,2,Senior Manager,27090,0
35,Self Enquiry,3,8,Small Business,Female,3,3,Basic,3,Divorced,2,0,2,1,0,Executive,17014,0
19,Self Enquiry,1,15,Salaried,Male,2,3,Basic,5,Single,2,0,3,0,1,Executive,17552,0
30,Self Enquiry,1,32,Large Business,Female,4,5,Basic,4,Married,7,0,3,1,3,Executive,21224,1
46,Self Enquiry,1,13,Small Business,Male,3,3,Standard,3,Married,7,0,1,1,1,Senior Manager,25845,0
59,Self Enquiry,1,9,Large Business,Male,3,4,Basic,3,Single,6,0,2,1,2,Executive,21157,1
47,Self Enquiry,1,9,Salaried,Male,3,4,Standard,3,Married,5,0,1,1,2,Senior Manager,27256,0
29,Self Enquiry,3,16,Small Business,Male,2,4,Deluxe,3,Single,1,0,4,1,0,Manager,20869,0
35,Self Enquiry,2,10,Salaried,Male,3,4,Basic,3,Divorced,2,0,2,1,2,Executive,22415,0
35,Self Enquiry,1,28,Salaried,Female,3,1,Standard,4,Married,1,0,5,1,2,Senior Manager,26996,0
31,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Married,2,0,4,1,1,Executive,17218,0
29,Company Invited,3,11,Small Business,Male,3,4,Deluxe,3,Married,3,0,1,0,1,Manager,22899,0
41,Self Enquiry,3,12,Salaried,Female,3,3,Standard,3,Single,4,1,2,0,1,Senior Manager,28591,0
28,Self Enquiry,3,15,Small Business,Female,3,4,Deluxe,4,Divorced,3,0,2,0,1,Manager,24892,0
40,Self Enquiry,1,25,Small Business,Male,2,3,Deluxe,3,Divorced,1,1,2,1,1,Manager,17741,0
46,Company Invited,1,13,Small Business,Female,1,3,Deluxe,3,Married,3,0,5,1,0,Manager,20258,0
39,Self Enquiry,3,10,Salaried,Male,3,4,Deluxe,3,Unmarried,2,1,3,1,2,Manager,25539,0
32,Self Enquiry,3,14,Small Business,Male,4,4,Deluxe,3,Married,6,0,2,0,1,Manager,26225,0
33,Company Invited,1,12,Salaried,Male,1,3,Deluxe,3,Married,4,0,5,1,0,Manager,22725,0
34,Self Enquiry,1,13,Salaried,Female,2,3,Standard,4,Unmarried,1,0,3,1,0,Senior Manager,26994,0
31,Company Invited,3,8,Salaried,Female,2,4,Basic,3,Single,1,0,5,0,1,Executive,17785,1
